	addr	pc
5745	"('491', 'JURONG WEST AVE 1', 'JURONG WEST')"	640491
5746	"('491A', 'TAMPINES AVE 9', 'TAMPINES')"	520491
5747	"('491B', 'TAMPINES AVE 9', 'TAMPINES')"	521491
5748	"('491C', 'TAMPINES ST 45', 'TAMPINES')"	522491
5749	"('491D', 'TAMPINES ST 45', 'TAMPINES')"	523491
5750	"('491E', 'TAMPINES ST 45', 'TAMPINES')"	524491
5751	"('491F', 'TAMPINES ST 45', 'TAMPINES')"	525491
5752	"('491G', 'TAMPINES ST 45', 'TAMPINES')"	526491
5753	"('491H', 'TAMPINES ST 45', 'TAMPINES')"	527491
5754	"('492', 'ADMIRALTY LINK', 'SEMBAWANG')"	750492
5755	"('492', 'JURONG WEST ST 41', 'JURONG WEST')"	640492
5756	"('492B', 'TAMPINES AVE 9', 'TAMPINES')"	520492
5757	"('492C', 'TAMPINES ST 45', 'TAMPINES')"	522492
5758	"('492D', 'TAMPINES ST 45', 'TAMPINES')"	523492
5759	"('493', 'ADMIRALTY LINK', 'SEMBAWANG')"	750493
5760	"('493A', 'TAMPINES AVE 9', 'TAMPINES')"	520493
5761	"('493B', 'TAMPINES AVE 9', 'TAMPINES')"	521493
5762	"('493C', 'TAMPINES ST 43', 'TAMPINES')"	522493
5763	"('493D', 'TAMPINES ST 43', 'TAMPINES')"	523493
5764	"('493E', 'TAMPINES ST 43', 'TAMPINES')"	524493
5765	"('494', 'JURONG WEST ST 41', 'JURONG WEST')"	640494
5766	"('494B', 'TAMPINES AVE 9', 'TAMPINES')"	520494
5767	"('494C', 'TAMPINES ST 43', 'TAMPINES')"	522494
5768	"('494D', 'TAMPINES ST 43', 'TAMPINES')"	524494
5769	"('494E', 'TAMPINES ST 43', 'TAMPINES')"	525494
5770	"('495', 'JURONG WEST ST 41', 'JURONG WEST')"	640495
5771	"('495A', 'TAMPINES ST 43', 'TAMPINES')"	520495
5772	"('495B', 'TAMPINES ST 43', 'TAMPINES')"	521495
5773	"('495C', 'TAMPINES ST 43', 'TAMPINES')"	522495
5774	"('495D', 'TAMPINES ST 43', 'TAMPINES')"	523495
5775	"('495E', 'TAMPINES ST 43', 'TAMPINES')"	524495
5776	"('495F', 'TAMPINES ST 43', 'TAMPINES')"	525495
5777	"('496B', 'TAMPINES ST 43', 'TAMPINES')"	525496
5778	"('496C', 'TAMPINES ST 43', 'TAMPINES')"	526496
5779	"('496D', 'TAMPINES AVE 9', 'TAMPINES')"	520496
5780	"('496E', 'TAMPINES AVE 9', 'TAMPINES')"	521496
5781	"('496F', 'TAMPINES AVE 9', 'TAMPINES')"	522496
5782	"('496G', 'TAMPINES AVE 9', 'TAMPINES')"	523496
5783	"('497A', 'TAMPINES ST 45', 'TAMPINES')"	520497
5784	"('497B', 'TAMPINES ST 45', 'TAMPINES')"	521497
5785	"('497C', 'TAMPINES ST 45', 'TAMPINES')"	522497
5786	"('497D', 'TAMPINES ST 45', 'TAMPINES')"	523497
5787	"('497F', 'TAMPINES ST 45', 'TAMPINES')"	524497
5788	"('497G', 'TAMPINES ST 45', 'TAMPINES')"	525497
5789	"('497H', 'TAMPINES ST 45', 'TAMPINES')"	526497
5790	"('497J', 'TAMPINES ST 45', 'TAMPINES')"	527497
5791	"('498', 'JURONG WEST ST 41', 'JURONG WEST')"	640498
5792	"('498A', 'TAMPINES ST 45', 'TAMPINES')"	520498
5793	"('498B', 'TAMPINES ST 45', 'TAMPINES')"	521498
5794	"('498D', 'TAMPINES ST 45', 'TAMPINES')"	522498
5795	"('498E', 'TAMPINES ST 45', 'TAMPINES')"	523498
5796	"('498F', 'TAMPINES ST 45', 'TAMPINES')"	524498
5797	"('498G', 'TAMPINES ST 45', 'TAMPINES')"	525498
5798	"('498H', 'TAMPINES ST 45', 'TAMPINES')"	526498
5799	"('498J', 'TAMPINES ST 45', 'TAMPINES')"	527498
5800	"('498L', 'TAMPINES ST 45', 'TAMPINES')"	528498
5801	"('498M', 'TAMPINES ST 45', 'TAMPINES')"	529498
5802	"('499A', 'TAMPINES AVE 9', 'TAMPINES')"	521499
5803	"('499B', 'TAMPINES AVE 9', 'TAMPINES')"	522499
5804	"('4A', 'BOON TIONG RD', 'BUKIT MERAH')"	164004
5805	"('4B', 'BOON TIONG RD', 'BUKIT MERAH')"	165004
5806	"('4B', ""ST. GEORGE'S LANE"", 'KALLANG/WHAMPOA')"	321004
5807	"('4C', ""ST. GEORGE'S LANE"", 'KALLANG/WHAMPOA')"	322004
5808	"('5', 'BEDOK STH AVE 2', 'BEDOK')"	460005
5809	"('5', 'BOON KENG RD', 'KALLANG/WHAMPOA')"	330005
5810	"('5', 'BUANGKOK STH FARMWAY 1', 'SENGKANG')"	540005
5811	"('5', 'CHANGI VILLAGE RD', 'PASIR RIS')"	500005
5812	"('5', 'DELTA AVE', 'BUKIT MERAH')"	160005
5813	"('5', 'DOVER CRES', 'QUEENSTOWN')"	130005
5814	"('5', 'EVERTON PK', 'BUKIT MERAH')"	80005
5815	"('5', 'FARRER RD', 'BUKIT TIMAH')"	260005
5816	"('5', 'GHIM MOH RD', 'QUEENSTOWN')"	270005
5817	"('5', 'HAIG RD', 'GEYLANG')"	430005
5818	"('5', 'HOLLAND CL', 'QUEENSTOWN')"	272005
5819	"('5', 'JLN BATU', 'KALLANG/WHAMPOA')"	431005
5820	"('5', 'LOR LEW LIAN', 'SERANGOON')"	530005
5821	"('5', 'MARINE TER', 'MARINE PARADE')"	440005
5822	"('5', 'MARSILING DR', 'WOODLANDS')"	730005
5823	"('5', 'PINE CL', 'GEYLANG')"	391005
5824	"('5', 'REDHILL CL', 'BUKIT MERAH')"	150005
5825	"('5', 'SELETAR WEST FARMWAY 6', 'SENGKANG')"	798044
5826	"('5', 'SEMBAWANG RD', 'SEMBAWANG')"	758330
5827	"('5', ""ST. GEORGE'S LANE"", 'KALLANG/WHAMPOA')"	320005
5828	"('5', 'TEBAN GDNS RD', 'JURONG EAST')"	600005
5829	"('5', 'TECK WHYE AVE', 'CHOA CHU KANG')"	680005
5830	"('5', 'TELOK BLANGAH CRES', 'BUKIT MERAH')"	90005
5831	"('5', 'TG PAGAR PLAZA', 'CENTRAL AREA')"	81005
5832	"('5', 'TIONG BAHRU RD', 'BUKIT MERAH')"	162005
5833	"('5', 'TOH YI DR', 'BUKIT TIMAH')"	590005
5834	"('5', 'UPP ALJUNIED LANE', 'TOA PAYOH')"	360005
5835	"('5', 'YUNG PING RD', 'JURONG WEST')"	610005
5836	"('50', ""C'WEALTH DR"", 'QUEENSTOWN')"	142050
5837	"('50', 'CHAI CHEE ST', 'BEDOK')"	461050
5838	"('50', 'CIRCUIT RD', 'GEYLANG')"	370050
5839	"('50', 'DORSET RD', 'KALLANG/WHAMPOA')"	210050
5840	"('50', 'HAVELOCK RD', 'BUKIT MERAH')"	160050
5841	"('50', 'HOY FATT RD', 'BUKIT MERAH')"	150050
5842	"('50', 'JLN BAHAGIA', 'KALLANG/WHAMPOA')"	320050
5843	"('50', 'LOR 5 TOA PAYOH', 'TOA PAYOH')"	310050
5844	"('50', 'MOH GUAN TER', 'BUKIT MERAH')"	161050
5845	"('50', 'SIMS DR', 'GEYLANG')"	380050
5846	"('50', 'STIRLING RD', 'QUEENSTOWN')"	141050
5847	"('50', 'STRATHMORE AVE', 'QUEENSTOWN')"	140050
5848	"('50', 'TEBAN GDNS RD', 'JURONG EAST')"	600050
5849	"('50', 'TELOK BLANGAH DR', 'BUKIT MERAH')"	100050
5850	"('500', 'PASIR RIS ST 52', 'PASIR RIS')"	510500
5851	"('500', 'SERANGOON NTH AVE 4', 'SERANGOON')"	550500
5852	"('501', 'ANG MO KIO AVE 5', 'ANG MO KIO')"	560501
5853	"('501', 'BEDOK NTH ST 3', 'BEDOK')"	460501
5854	"('501', 'BISHAN ST 11', 'BISHAN')"	570501
5855	"('501', 'BT BATOK ST 52', 'BUKIT BATOK')"	650501
5856	"('501', 'CHOA CHU KANG ST 51', 'CHOA CHU KANG')"	680501
5857	"('501', 'HOUGANG AVE 8', 'HOUGANG')"	530501
5858	"('501', 'JELAPANG RD', 'BUKIT PANJANG')"	670501
5859	"('501', 'JURONG WEST ST 51', 'JURONG WEST')"	640501
5860	"('501', 'PASIR RIS ST 52', 'PASIR RIS')"	510501
5861	"('501', 'SERANGOON NTH AVE 4', 'SERANGOON')"	550501
5862	"('501', 'TAMPINES CTRL 1', 'TAMPINES')"	520501
5863	"('501', 'WOODLANDS DR 14', 'WOODLANDS')"	730501
5864	"('501A', 'WELLINGTON CIRCLE', 'SEMBAWANG')"	751501
5865	"('501B', 'WELLINGTON CIRCLE', 'SEMBAWANG')"	752501
5866	"('501C', 'WELLINGTON CIRCLE', 'SEMBAWANG')"	753501
5867	"('501D', 'WELLINGTON CIRCLE', 'SEMBAWANG')"	754501
5868	"('502', 'ANG MO KIO AVE 5', 'ANG MO KIO')"	560502
5869	"('502', 'BEDOK NTH ST 3', 'BEDOK')"	460502
5870	"('502', 'BISHAN ST 11', 'BISHAN')"	570502
5871	"('502', 'CHOA CHU KANG ST 51', 'CHOA CHU KANG')"	680502
5872	"('502', 'HOUGANG AVE 8', 'HOUGANG')"	530502
5873	"('502', 'JELAPANG RD', 'BUKIT PANJANG')"	670502
5874	"('502', 'JURONG WEST AVE 1', 'JURONG WEST')"	640502
5875	"('502', 'PASIR RIS ST 52', 'PASIR RIS')"	510502
5876	"('502', 'SERANGOON NTH AVE 4', 'SERANGOON')"	550502
5877	"('502', 'TAMPINES CTRL 1', 'TAMPINES')"	520502
5878	"('502', 'WOODLANDS DR 14', 'WOODLANDS')"	730502
5879	"('502A', 'WELLINGTON CIRCLE', 'SEMBAWANG')"	751502
5880	"('502A', 'WOODLANDS DR 14', 'WOODLANDS')"	731502
5881	"('503', 'ANG MO KIO AVE 5', 'ANG MO KIO')"	560503
5882	"('503', 'BEDOK NTH ST 3', 'BEDOK')"	460503
5883	"('503', 'BISHAN ST 11', 'BISHAN')"	570503
5884	"('503', 'BT BATOK ST 52', 'BUKIT BATOK')"	650503
5885	"('503', 'CHOA CHU KANG ST 51', 'CHOA CHU KANG')"	680503
5886	"('503', 'HOUGANG AVE 8', 'HOUGANG')"	530503
5887	"('503', 'JELAPANG RD', 'BUKIT PANJANG')"	670503
5888	"('503', 'JURONG WEST AVE 1', 'JURONG WEST')"	640503
5889	"('503', 'PASIR RIS ST 52', 'PASIR RIS')"	510503
5890	"('503', 'SERANGOON NTH AVE 4', 'SERANGOON')"	550503
5891	"('503', 'TAMPINES CTRL 1', 'TAMPINES')"	520503
5892	"('503', 'WOODLANDS DR 14', 'WOODLANDS')"	730503
5893	"('503A', 'CANBERRA LINK', 'SEMBAWANG')"	751503
5894	"('503B', 'CANBERRA LINK', 'SEMBAWANG')"	752503
5895	"('503C', 'CANBERRA LINK', 'SEMBAWANG')"	753503
5896	"('504', 'ANG MO KIO AVE 8', 'ANG MO KIO')"	560504
5897	"('504', 'BEDOK NTH ST 3', 'BEDOK')"	460504
5898	"('504', 'BT BATOK ST 52', 'BUKIT BATOK')"	650504
5899	"('504', 'CHOA CHU KANG ST 51', 'CHOA CHU KANG')"	680504
5900	"('504', 'HOUGANG AVE 8', 'HOUGANG')"	530504
5901	"('504', 'JELAPANG RD', 'BUKIT PANJANG')"	670504
5902	"('504', 'JURONG WEST ST 51', 'JURONG WEST')"	640504
5903	"('504', 'PASIR RIS ST 52', 'PASIR RIS')"	510504
5904	"('504', 'SERANGOON NTH AVE 4', 'SERANGOON')"	555850
5905	"('504', 'WOODLANDS DR 14', 'WOODLANDS')"	730504
5906	"('504A', 'MONTREAL DR', 'SEMBAWANG')"	751504
5907	"('504A', 'YISHUN ST 51', 'YISHUN')"	761504
5908	"('504B', 'MONTREAL DR', 'SEMBAWANG')"	752504
5909	"('504B', 'YISHUN ST 51', 'YISHUN')"	762504
5910	"('504C', 'CANBERRA LINK', 'SEMBAWANG')"	753504
5911	"('504C', 'YISHUN ST 51', 'YISHUN')"	763504
5912	"('504D', 'MONTREAL DR', 'SEMBAWANG')"	754504
5913	"('504D', 'YISHUN ST 51', 'YISHUN')"	764504
5914	"('505', 'ANG MO KIO AVE 8', 'ANG MO KIO')"	560505
5915	"('505', 'BEDOK NTH AVE 3', 'BEDOK')"	460505
5916	"('505', 'BT BATOK ST 52', 'BUKIT BATOK')"	650505
5917	"('505', 'CHOA CHU KANG ST 51', 'CHOA CHU KANG')"	680505
5918	"('505', 'HOUGANG AVE 8', 'HOUGANG')"	530505
5919	"('505', 'JELAPANG RD', 'BUKIT PANJANG')"	670505
5920	"('505', 'PASIR RIS ST 52', 'PASIR RIS')"	510505
5921	"('505', 'SERANGOON NTH AVE 4', 'SERANGOON')"	550505
5922	"('505', 'TAMPINES CTRL 1', 'TAMPINES')"	520505
5923	"('505', 'WEST COAST DR', 'CLEMENTI')"	120505
5924	"('505', 'WOODLANDS DR 14', 'WOODLANDS')"	730505
5925	"('505A', 'YISHUN ST 51', 'YISHUN')"	761505
5926	"('505B', 'YISHUN ST 51', 'YISHUN')"	762505
5927	"('505C', 'YISHUN ST 51', 'YISHUN')"	763505
5928	"('505D', 'YISHUN ST 51', 'YISHUN')"	764505
5929	"('506', 'ANG MO KIO AVE 8', 'ANG MO KIO')"	560506
5930	"('506', 'BEDOK NTH AVE 3', 'BEDOK')"	460506
5931	"('506', 'BISHAN ST 11', 'BISHAN')"	570506
5932	"('506', 'BT BATOK ST 52', 'BUKIT BATOK')"	650506
5933	"('506', 'CHOA CHU KANG ST 51', 'CHOA CHU KANG')"	680506
5934	"('506', 'HOUGANG AVE 8', 'HOUGANG')"	530506
5935	"('506', 'JELAPANG RD', 'BUKIT PANJANG')"	670506
5936	"('506', 'JURONG WEST ST 52', 'JURONG WEST')"	640506
5937	"('506', 'PASIR RIS ST 52', 'PASIR RIS')"	510506
5938	"('506', 'SERANGOON NTH AVE 4', 'SERANGOON')"	550506
5939	"('506', 'WEST COAST DR', 'CLEMENTI')"	120506
5940	"('506', 'WOODLANDS DR 14', 'WOODLANDS')"	730506
5941	"('506A', 'SERANGOON NTH AVE 4', 'SERANGOON')"	551506
5942	"('506A', 'WELLINGTON CIRCLE', 'SEMBAWANG')"	751506
5943	"('506B', 'SERANGOON NTH AVE 4', 'SERANGOON')"	552506
5944	"('507', 'ANG MO KIO AVE 8', 'ANG MO KIO')"	560507
5945	"('507', 'BEDOK NTH AVE 3', 'BEDOK')"	460507
5946	"('507', 'BT BATOK ST 52', 'BUKIT BATOK')"	650507
5947	"('507', 'CHOA CHU KANG ST 51', 'CHOA CHU KANG')"	680507
5948	"('507', 'HOUGANG AVE 8', 'HOUGANG')"	530507
5949	"('507', 'JELAPANG RD', 'BUKIT PANJANG')"	670507
5950	"('507', 'JURONG WEST ST 52', 'JURONG WEST')"	640507
5951	"('507', 'PASIR RIS ST 52', 'PASIR RIS')"	510507
5952	"('507', 'SERANGOON NTH AVE 4', 'SERANGOON')"	550507
5953	"('507', 'WEST COAST DR', 'CLEMENTI')"	120507
5954	"('507', 'WOODLANDS DR 14', 'WOODLANDS')"	730507
5955	"('507A', 'WELLINGTON CIRCLE', 'SEMBAWANG')"	751507
5956	"('507B', 'WELLINGTON CIRCLE', 'SEMBAWANG')"	752507
5957	"('507C', 'WELLINGTON CIRCLE', 'SEMBAWANG')"	753507
5958	"('507D', 'WELLINGTON CIRCLE', 'SEMBAWANG')"	754507
5959	"('508', 'ANG MO KIO AVE 8', 'ANG MO KIO')"	560508
5960	"('508', 'BEDOK NTH AVE 3', 'BEDOK')"	460508
5961	"('508', 'BT BATOK ST 52', 'BUKIT BATOK')"	650508
5962	"('508', 'CHOA CHU KANG ST 51', 'CHOA CHU KANG')"	680508
5963	"('508', 'HOUGANG AVE 10', 'HOUGANG')"	530508
5964	"('508', 'JELAPANG RD', 'BUKIT PANJANG')"	670508
5965	"('508', 'JURONG WEST ST 52', 'JURONG WEST')"	640508
5966	"('508', 'PASIR RIS ST 52', 'PASIR RIS')"	510508
5967	"('508', 'SERANGOON NTH AVE 4', 'SERANGOON')"	550508
5968	"('508', 'TAMPINES CTRL 1', 'TAMPINES')"	520508
5969	"('508', 'WEST COAST DR', 'CLEMENTI')"	120508
5970	"('508', 'WOODLANDS DR 14', 'WOODLANDS')"	730508
5971	"('508A', 'WELLINGTON CIRCLE', 'SEMBAWANG')"	751508
5972	"('508B', 'WELLINGTON CIRCLE', 'SEMBAWANG')"	752508
5973	"('508C', 'WELLINGTON CIRCLE', 'SEMBAWANG')"	753508
5974	"('509', 'ANG MO KIO AVE 8', 'ANG MO KIO')"	560509
5975	"('509', 'BEDOK NTH ST 3', 'BEDOK')"	460509
5976	"('509', 'BT BATOK ST 52', 'BUKIT BATOK')"	650509
5977	"('509', 'CHOA CHU KANG ST 51', 'CHOA CHU KANG')"	680509
5978	"('509', 'HOUGANG AVE 10', 'HOUGANG')"	530509
5979	"('509', 'JELAPANG RD', 'BUKIT PANJANG')"	670509
5980	"('509', 'PASIR RIS ST 52', 'PASIR RIS')"	510509
5981	"('509', 'SERANGOON NTH AVE 4', 'SERANGOON')"	550509
5982	"('509', 'TAMPINES CTRL 1', 'TAMPINES')"	520509
5983	"('509', 'WEST COAST DR', 'CLEMENTI')"	120509
5984	"('509', 'WOODLANDS DR 14', 'WOODLANDS')"	730509
5985	"('509A', 'WELLINGTON CIRCLE', 'SEMBAWANG')"	751509
5986	"('509B', 'WELLINGTON CIRCLE', 'SEMBAWANG')"	752509
5987	"('51', ""C'WEALTH DR"", 'QUEENSTOWN')"	141051
5988	"('51', 'CHAI CHEE ST', 'BEDOK')"	460051
5989	"('51', 'CIRCUIT RD', 'GEYLANG')"	370051
5990	"('51', 'JLN BAHAGIA', 'KALLANG/WHAMPOA')"	320051
5991	"('51', 'KENT RD', 'KALLANG/WHAMPOA')"	210051
5992	"('51', 'LENGKOK BAHRU', 'BUKIT MERAH')"	150051
5993	"('51', 'LOR 6 TOA PAYOH', 'TOA PAYOH')"	310051
5994	"('51', 'NEW UPP CHANGI RD', 'BEDOK')"	461051
5995	"('51', 'NILE RD', 'BUKIT MERAH')"	
5996	"('51', 'SIMS DR', 'GEYLANG')"	380051
5997	"('51', 'STRATHMORE AVE', 'QUEENSTOWN')"	140051
5998	"('51', 'TANGLIN HALT RD', 'QUEENSTOWN')"	141051
5999	"('51', 'TEBAN GDNS RD', 'JURONG EAST')"	600051
6000	"('51', 'TELOK BLANGAH DR', 'BUKIT MERAH')"	100051
6001	"('510', 'ANG MO KIO AVE 8', 'ANG MO KIO')"	560510
6002	"('510', 'BEDOK NTH ST 3', 'BEDOK')"	460510
6003	"('510', 'BT BATOK ST 52', 'BUKIT BATOK')"	650510
6004	"('510', 'CHOA CHU KANG ST 51', 'CHOA CHU KANG')"	680510
6005	"('510', 'HOUGANG AVE 10', 'HOUGANG')"	530510
6006	"('510', 'JELAPANG RD', 'BUKIT PANJANG')"	670510
6007	"('510', 'JURONG WEST ST 52', 'JURONG WEST')"	640510
6008	"('510', 'PASIR RIS ST 52', 'PASIR RIS')"	510510
6009	"('510', 'SERANGOON NTH AVE 4', 'SERANGOON')"	550510
6010	"('510', 'WEST COAST DR', 'CLEMENTI')"	120510
6011	"('510', 'WOODLANDS DR 14', 'WOODLANDS')"	730510
6012	"('510A', 'WELLINGTON CIRCLE', 'SEMBAWANG')"	751510
6013	"('510B', 'WELLINGTON CIRCLE', 'SEMBAWANG')"	752510
6014	"('511', 'ANG MO KIO AVE 8', 'ANG MO KIO')"	560511
6015	"('511', 'BT BATOK ST 52', 'BUKIT BATOK')"	650511
6016	"('511', 'CHOA CHU KANG ST 51', 'CHOA CHU KANG')"	680511
6017	"('511', 'HOUGANG AVE 10', 'HOUGANG')"	530511
6018	"('511', 'JELAPANG RD', 'BUKIT PANJANG')"	670511
6019	"('511', 'JURONG WEST ST 52', 'JURONG WEST')"	640511
6020	"('511', 'PASIR RIS ST 52', 'PASIR RIS')"	510511
6021	"('511', 'SERANGOON NTH AVE 4', 'SERANGOON')"	550511
6022	"('511', 'WEST COAST DR', 'CLEMENTI')"	120511
6023	"('511', 'WOODLANDS DR 14', 'WOODLANDS')"	730511
6024	"('512', 'ANG MO KIO AVE 8', 'ANG MO KIO')"	560512
6025	"('512', 'BEDOK NTH AVE 2', 'BEDOK')"	460512
6026	"('512', 'BT BATOK ST 52', 'BUKIT BATOK')"	650512
6027	"('512', 'CHOA CHU KANG ST 51', 'CHOA CHU KANG')"	680512
6028	"('512', 'HOUGANG AVE 10', 'HOUGANG')"	530512
6029	"('512', 'JELAPANG RD', 'BUKIT PANJANG')"	670512
6030	"('512', 'PASIR RIS ST 52', 'PASIR RIS')"	510512
6031	"('512', 'SERANGOON NTH AVE 4', 'SERANGOON')"	551512
6032	"('512', 'WEST COAST DR', 'CLEMENTI')"	120512
6033	"('512', 'WOODLANDS DR 14', 'WOODLANDS')"	730512
6034	"('513', 'ANG MO KIO AVE 8', 'ANG MO KIO')"	560513
6035	"('513', 'BEDOK NTH AVE 2', 'BEDOK')"	461513
6036	"('513', 'BT BATOK ST 52', 'BUKIT BATOK')"	650513
6037	"('513', 'CHOA CHU KANG ST 51', 'CHOA CHU KANG')"	680513
6038	"('513', 'HOUGANG AVE 10', 'HOUGANG')"	530513
6039	"('513', 'JELAPANG RD', 'BUKIT PANJANG')"	670513
6040	"('513', 'JURONG WEST ST 52', 'JURONG WEST')"	640513
6041	"('513', 'PASIR RIS ST 52', 'PASIR RIS')"	510513
6042	"('513', 'WELLINGTON CIRCLE', 'SEMBAWANG')"	750513
6043	"('513', 'WEST COAST RD', 'CLEMENTI')"	120513
6044	"('513', 'WOODLANDS DR 14', 'WOODLANDS')"	730513
6045	"('514', 'BEDOK NTH AVE 2', 'BEDOK')"	460514
6046	"('514', 'BT BATOK ST 52', 'BUKIT BATOK')"	650514
6047	"('514', 'CHOA CHU KANG ST 51', 'CHOA CHU KANG')"	680514
6048	"('514', 'HOUGANG AVE 10', 'HOUGANG')"	530514
6049	"('514', 'JELAPANG RD', 'BUKIT PANJANG')"	670514
6050	"('514', 'JURONG WEST ST 52', 'JURONG WEST')"	640514
6051	"('514', 'PASIR RIS ST 52', 'PASIR RIS')"	510514
6052	"('514', 'SERANGOON NTH AVE 4', 'SERANGOON')"	550514
6053	"('514', 'WEST COAST RD', 'CLEMENTI')"	120514
6054	"('514', 'WOODLANDS DR 14', 'WOODLANDS')"	730514
6055	"('515', 'BEDOK NTH AVE 2', 'BEDOK')"	460515
6056	"('515', 'CHOA CHU KANG ST 51', 'CHOA CHU KANG')"	680515
6057	"('515', 'HOUGANG AVE 10', 'HOUGANG')"	530515
6058	"('515', 'JELAPANG RD', 'BUKIT PANJANG')"	670515
6059	"('515', 'JURONG WEST ST 52', 'JURONG WEST')"	640515
6060	"('515', 'PASIR RIS ST 52', 'PASIR RIS')"	510515
6061	"('515', 'SERANGOON NTH AVE 4', 'SERANGOON')"	550515
6062	"('515', 'WEST COAST RD', 'CLEMENTI')"	120515
6063	"('515', 'WOODLANDS DR 14', 'WOODLANDS')"	730515
6064	"('515A', 'TAMPINES CTRL 7', 'TAMPINES')"	521515
6065	"('515B', 'TAMPINES CTRL 7', 'TAMPINES')"	522515
6066	"('515C', 'TAMPINES CTRL 7', 'TAMPINES')"	523515
6067	"('515D', 'TAMPINES CTRL 7', 'TAMPINES')"	524515
6068	"('516', 'BEDOK NTH AVE 2', 'BEDOK')"	460516
6069	"('516', 'CHOA CHU KANG ST 51', 'CHOA CHU KANG')"	680516
6070	"('516', 'HOUGANG AVE 10', 'HOUGANG')"	530516
6071	"('516', 'JELAPANG RD', 'BUKIT PANJANG')"	670516
6072	"('516', 'JURONG WEST ST 52', 'JURONG WEST')"	640516
6073	"('516', 'PASIR RIS ST 52', 'PASIR RIS')"	510516
6074	"('516', 'SERANGOON NTH AVE 4', 'SERANGOON')"	550516
6075	"('516', 'WEST COAST RD', 'CLEMENTI')"	120516
6076	"('516', 'WOODLANDS DR 14', 'WOODLANDS')"	730516
6077	"('517', 'BEDOK NTH AVE 2', 'BEDOK')"	460517
6078	"('517', 'CHOA CHU KANG ST 51', 'CHOA CHU KANG')"	680517
6079	"('517', 'HOUGANG AVE 10', 'HOUGANG')"	530517
6080	"('517', 'JELAPANG RD', 'BUKIT PANJANG')"	670517
6081	"('517', 'JURONG WEST ST 52', 'JURONG WEST')"	640517
6082	"('517', 'PASIR RIS ST 52', 'PASIR RIS')"	510517
6083	"('517', 'SERANGOON NTH AVE 4', 'SERANGOON')"	550517
6084	"('517', 'WOODLANDS DR 14', 'WOODLANDS')"	730517
6085	"('517A', 'JURONG WEST ST 52', 'JURONG WEST')"	641517
6086	"('517C', 'JURONG WEST ST 52', 'JURONG WEST')"	643517
6087	"('517D', 'JURONG WEST ST 52', 'JURONG WEST')"	644517
6088	"('517E', 'JURONG WEST ST 52', 'JURONG WEST')"	645517
6089	"('518', 'BEDOK NTH AVE 2', 'BEDOK')"	460518
6090	"('518', 'CHOA CHU KANG ST 51', 'CHOA CHU KANG')"	680518
6091	"('518', 'JELAPANG RD', 'BUKIT PANJANG')"	670518
6092	"('518', 'JURONG WEST ST 52', 'JURONG WEST')"	640518
6093	"('518', 'PASIR RIS ST 52', 'PASIR RIS')"	510518
6094	"('518', 'SERANGOON NTH AVE 4', 'SERANGOON')"	550518
6095	"('518', 'WEST COAST RD', 'CLEMENTI')"	120518
6096	"('518', 'WOODLANDS DR 14', 'WOODLANDS')"	730518
6097	"('518A', 'TAMPINES CTRL 7', 'TAMPINES')"	521518
6098	"('518B', 'TAMPINES CTRL 7', 'TAMPINES')"	522518
6099	"('518C', 'TAMPINES CTRL 7', 'TAMPINES')"	523518
6100	"('518D', 'TAMPINES CTRL 7', 'TAMPINES')"	524518
6101	"('519', 'BEDOK NTH AVE 1', 'BEDOK')"	460519
6102	"('519', 'JELAPANG RD', 'BUKIT PANJANG')"	670519
6103	"('519', 'JURONG WEST ST 52', 'JURONG WEST')"	640519
6104	"('519', 'PASIR RIS ST 52', 'PASIR RIS')"	510519
6105	"('519', 'SERANGOON NTH AVE 4', 'SERANGOON')"	550519
6106	"('519', 'WEST COAST RD', 'CLEMENTI')"	120519
6107	"('519', 'WOODLANDS DR 14', 'WOODLANDS')"	730519
6108	"('519A', 'TAMPINES CTRL 8', 'TAMPINES')"	521519
6109	"('519B', 'TAMPINES CTRL 8', 'TAMPINES')"	522519
6110	"('519C', 'TAMPINES CTRL 8', 'TAMPINES')"	523519
6111	"('519D', 'TAMPINES CTRL 8', 'TAMPINES')"	524519
6112	"('52', ""C'WEALTH DR"", 'QUEENSTOWN')"	142052
6113	"('52', 'CHAI CHEE ST', 'BEDOK')"	460052
6114	"('52', 'CIRCUIT RD', 'GEYLANG')"	370052
6115	"('52', 'HAVELOCK RD', 'BUKIT MERAH')"	161052
6116	"('52', 'JLN BAHAGIA', 'KALLANG/WHAMPOA')"	320052
6117	"('52', 'KENT RD', 'KALLANG/WHAMPOA')"	210052
6118	"('52', 'LENGKOK BAHRU', 'BUKIT MERAH')"	150052
6119	"('52', 'LOR 6 TOA PAYOH', 'TOA PAYOH')"	310052
6120	"('52', 'NEW UPP CHANGI RD', 'BEDOK')"	461052
6121	"('52', 'SIMS PL', 'GEYLANG')"	380052
6122	"('52', 'STIRLING RD', 'QUEENSTOWN')"	140052
6123	"('52', 'STRATHMORE AVE', 'QUEENSTOWN')"	141052
6124	"('52', 'TANGLIN HALT RD', 'QUEENSTOWN')"	141052
6125	"('52', 'TEBAN GDNS RD', 'JURONG EAST')"	600052
6126	"('52', 'TELOK BLANGAH DR', 'BUKIT MERAH')"	100052
6127	"('520', 'ANG MO KIO AVE 5', 'ANG MO KIO')"	560520
